,city,country,continent,total_score,cost_of_life,remote_workers,internet,fun,nightlife,safety,lack_of_crime,walkability,racism,foreigners_friendly,freedom_of_speech,female_friendly,LGBTQ_friendly,english_speaking,latitude,longitude,near_beach,photo
911,Kaduna,Nigeria,Africa,2.78,2732,17.0,Slow,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,10.3825318,7.8533226,No,https://nomadlist.com/assets/img/places/kaduna-nigeria.jpg?1652919526
912,Sarasota,United States,North America,2.8,4548,183.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,27.3365805,-82.5308545,Yes,https://nomadlist.com/assets/img/places/sarasota-fl-united-states.jpg?1657067533
913,Qom,Iran,Middle East,2.96,1724,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,34.6422939,50.8801184,No,https://nomadlist.com/assets/img/places/qom-iran.jpg?1642637771
914,Ahmedabad,India,Asia,2.79,632,185.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,23.0216238,72.5797068,No,https://nomadlist.com/assets/img/places/ahmedabad-india.jpg?1642637857
915,Beaverton,United States,North America,2.78,4718,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,45.4871723,-122.80378,No,https://nomadlist.com/assets/img/places/beaverton-or-united-states.jpg?1653006909
916,Santorini,Greece,Europe,2.77,3771,396.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,36.4071112,25.45666365270715,Yes,https://nomadlist.com/assets/img/places/santorini-greece.jpg?1653006829
917,Bridgetown,Barbados,Latin America,2.68,3947,185.0,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,13.0977832,-59.6184184,Yes,https://nomadlist.com/assets/img/places/bridgetown-barbados.jpg?1653007269
918,Avarua,Cook Islands,Oceania,2.78,3470,117.0,Slow,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,-21.2074736,-159.7708145,No,https://nomadlist.com/assets/img/places/avarua-cook-islands.jpg?1653178095
919,Xi An,China,Asia,3.04,0,117.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,34.3430507,108.9350839,No,https://nomadlist.com/assets/img/places/xi-an-china.jpg?1642465546
920,Punta Cana,Dominican Republic,Latin America,2.75,2889,297.0,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,18.556551,-68.3691611,Yes,https://nomadlist.com/assets/img/places/punta-cana-dominican-republic.jpg?1642529576
921,Hama,Syria,Middle East,2.74,1950,17.0,Slow,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,35.1343368,36.7496276,No,https://nomadlist.com/assets/img/places/hama-syria.jpg?1653006972
922,Shrewsbury,United Kingdom,Europe,2.83,4720,369.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.707755,-2.7540658,No,https://nomadlist.com/assets/img/places/shrewsbury-united-kingdom.jpg?1642465542
923,Galveston,United States,North America,2.75,4701,89.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,29.299328,-94.7945882,Yes,https://nomadlist.com/assets/img/places/galveston-tx-united-states.jpg?1657067785
924,Kanpur,India,Asia,2.74,1025,17.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,26.4609135,80.3217588,No,https://nomadlist.com/assets/img/places/kanpur-india.jpg?1653006946
925,Temecula,United States,North America,2.73,4487,83.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.4946353,-117.1473661,No,https://nomadlist.com/assets/img/places/temecula-ca-united-states.jpg?1653006982
926,Datong,China,Asia,2.81,2579,50.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,40.0919817,113.2951122,No,https://nomadlist.com/assets/img/places/datong-china.jpg?1643157187
927,Scheveningen,Netherlands,Europe,2.64,4827,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.1067449,4.2736937,Yes,https://nomadlist.com/assets/img/places/scheveningen-netherlands.jpg?1642465304
928,Wuhu,China,Asia,2.93,1376,17.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,31.3536127,118.4277477,No,https://nomadlist.com/assets/img/places/wuhu-china.jpg?1653007295
929,Lexington,United States,North America,2.84,4374,156.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.0464066,-84.4970393,No,https://nomadlist.com/assets/img/places/lexington-ky-united-states.jpg?1653006760
930,Yogyakarta,Indonesia,Asia,3.15,1207,251.0,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,-7.9778384,110.3672256502022,No,https://nomadlist.com/assets/img/places/yogyakarta-indonesia.jpg?1642809832
931,Ramallah,Palestine,Middle East,2.75,3225,117.0,Slow,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,31.9030543,35.1952255,No,https://nomadlist.com/assets/img/places/ramallah-palestine.jpg?1653006632
932,Nanchang,China,Asia,2.96,812,33.0,Slow,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,28.687547,115.8540042,No,https://nomadlist.com/assets/img/places/nanchang-china.jpg?1653006481
933,Surakarta,Indonesia,Asia,3.15,675,67.0,Slow,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,-7.5692462,110.828448,No,https://nomadlist.com/assets/img/places/surakarta-indonesia.jpg?1653006119
934,Punta Del Este,Uruguay,Latin America,2.82,2701,177.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,-34.9632342,-54.9439981,No,https://nomadlist.com/assets/img/places/punta-del-este-uruguay.jpg?1642465110
935,Lawrence,United States,North America,3.03,3658,308.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.9719384,-95.2359496,No,https://nomadlist.com/assets/img/places/lawrence-ks-united-states.jpg?1653006185
936,Zhoukou,China,Asia,3.05,777,0.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,33.6306299,114.6423617,No,https://nomadlist.com/assets/img/places/zhoukou-china.jpg?1655168933
937,Charleston,United States,North America,2.76,7362,270.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,32.7876012,-79.9402728,Yes,https://nomadlist.com/assets/img/places/charleston-sc-united-states.jpg?1657067618
938,Gurgaon,India,Asia,2.88,1250,229.0,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,28.42826235,77.00270014657752,No,https://nomadlist.com/assets/img/places/gurgaon-india.jpg?1653006942
939,Funafuti,Tuvalu,Oceania,2.78,2983,0.0,Slow,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,-8.5199633,179.1982548,Yes,https://nomadlist.com/assets/img/places/funafuti-tuvalu.jpg?1644366692
940,Sheffield,United Kingdom,Europe,2.69,5052,282.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,53.3806626,-1.4702278,No,https://nomadlist.com/assets/img/places/sheffield-united-kingdom.jpg?1642724514
941,Bend,United States,North America,2.79,4682,150.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.0581728,-121.3153096,No,https://nomadlist.com/assets/img/places/bend-or-united-states.jpg?1657067425
942,Anapolis,Brazil,Latin America,2.85,2232,17.0,Slow,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,-16.3332828,-48.9525756,No,https://nomadlist.com/assets/img/places/anapolis-brazil.jpg?1653006887
943,Jabalpur,India,Asia,3.07,1141,0.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,23.1608938,79.9497702,No,https://nomadlist.com/assets/img/places/jabalpur-india.jpg?1642810079
944,Asmara,Eritrea,Africa,2.74,1116,0.0,Slow,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,15.3389667,38.9326763,No,https://nomadlist.com/assets/img/places/asmara-eritrea.jpg?1642465316
945,Honiara,Solomon Islands,Oceania,2.75,3296,17.0,Slow,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,-9.437797549999999,159.9624174786047,Yes,https://nomadlist.com/assets/img/places/honiara-solomon-islands.jpg?1642529569
946,Carlsbad,United States,North America,2.65,6491,83.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.1580933,-117.3505966,Yes,https://nomadlist.com/assets/img/places/carlsbad-ca-united-states.jpg?1652919461
947,Kaechon,North Korea,Asia,2.07,1551,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,39.7034723,125.8888149,No,https://nomadlist.com/assets/img/places/kaechon-north-korea.jpg?1652919377
948,Palo Alto,United States,North America,2.81,6441,231.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.4443293,-122.1598465,No,https://nomadlist.com/assets/img/places/palo-alto-ca-united-states.jpg?1653007007
949,Port Said,Egypt,Middle East,2.77,1468,17.0,Slow,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,31.263235,32.305505,Yes,https://nomadlist.com/assets/img/places/port-said-egypt.jpg?1653006359
950,Wuhan,China,Asia,2.97,1177,50.0,Slow,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,30.5951051,114.2999353,No,https://nomadlist.com/assets/img/places/wuhan-china.jpg?1642465586
951,Bamako,Mali,Africa,2.82,1962,33.0,Slow,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,12.61326555,-7.984739136241295,No,https://nomadlist.com/assets/img/places/bamako-mali.jpg?1644538399
952,Kobe,Japan,Asia,2.91,2393,231.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,34.6932379,135.1943764,No,https://nomadlist.com/assets/img/places/kobe-japan.jpg?1653006544
953,San Clemente,United States,North America,2.77,4503,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.4270275,-117.6124179,Yes,https://nomadlist.com/assets/img/places/san-clemente-ca-united-states.jpg?1652919333
954,Siena,Italy,Europe,2.8,3302,206.0,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,43.1672254,11.46718116133912,No,https://nomadlist.com/assets/img/places/siena-italy.jpg?1657067696
955,Byron Bay,Australia,Oceania,2.78,5639,248.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,-28.6483333,153.6177778,Yes,https://nomadlist.com/assets/img/places/byron-bay-australia.jpg?1642465320
956,Linyi,China,Asia,2.95,836,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,35.1433533,110.769063,No,https://nomadlist.com/assets/img/places/linyi-china.jpg?1652919473
957,Ludhiana,India,Asia,2.97,589,33.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,30.9090157,75.851601,No,https://nomadlist.com/assets/img/places/ludhiana-india.jpg?1653007067
958,Nice,France,Europe,2.81,3897,487.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.7009358,7.2683912,Yes,https://nomadlist.com/assets/img/places/nice-france.jpg?1653006810
959,Newport Beach,United States,North America,2.69,5784,217.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.6170092,-117.9294401,Yes,https://nomadlist.com/assets/img/places/newport-beach-ca-united-states.jpg?1653007003
960,Manhattan,United States,North America,2.92,4040,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.7896239,-73.9598939,No,https://nomadlist.com/assets/img/places/manhattan-ks-united-states.jpg?1652919221
961,Anchorage,United States,North America,2.74,5097,231.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,61.2163129,-149.894852,No,https://nomadlist.com/assets/img/places/anchorage-ak-united-states.jpg?1657067499
962,West Palm Beach,United States,North America,2.8,5012,278.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,26.715364,-80.0532942,Yes,https://nomadlist.com/assets/img/places/west-palm-beach-fl-united-states.jpg?1657067609
963,Kota,India,Asia,2.87,885,33.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,25.1737019,75.8574194,No,https://nomadlist.com/assets/img/places/kota-india.jpg?1644192704
964,Cagliari,Italy,Europe,2.74,3540,172.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,39.2169525,9.1128513,Yes,https://nomadlist.com/assets/img/places/cagliari-italy.jpg?1653006970
965,Oxnard,United States,North America,2.71,5207,17.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,34.1976308,-119.1803818,Yes,https://nomadlist.com/assets/img/places/oxnard-ca-united-states.jpg?1653007056
966,Tianjin,China,Asia,3.08,1378,67.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,39.0856735,117.1951073,No,https://nomadlist.com/assets/img/places/tianjin-china.jpg?1652919314
967,Mountain View,United States,North America,2.78,6239,253.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,37.3893889,-122.0832101,No,https://nomadlist.com/assets/img/places/mountain-view-ca-united-states.jpg?1653007049
968,Anshan,China,Asia,2.97,996,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,41.1075276,122.9902689,No,https://nomadlist.com/assets/img/places/anshan-china.jpg?1642465404
969,Dorobo,Japan,Asia,2.71,2653,50.0,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,35.9170217,139.4886305,No,https://nomadlist.com/assets/img/places/dorobo-japan.jpg?1652919366
970,Sinuiju,North Korea,Asia,2.07,1651,17.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,40.0940758,124.3977559,No,https://nomadlist.com/assets/img/places/sinuiju-north-korea.jpg?1653006957
971,Princeton,United States,North America,2.84,4852,133.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.34833555,-74.6684230570877,No,https://nomadlist.com/assets/img/places/princeton-nj-united-states.jpg?1652833950
972,Sanaa,Yemen,Middle East,2.7,1677,50.0,Slow,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,15.35,44.2,Yes,https://nomadlist.com/assets/img/places/sanaa-yemen.jpg?1655770348
973,Amalfi,Italy,Europe,2.74,3535,187.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,40.63367,14.6026095,Yes,https://nomadlist.com/assets/img/places/amalfi-italy.jpg?1642465605
974,Grand Island,United States,North America,3.01,3936,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.924271,-98.338685,No,https://nomadlist.com/assets/img/places/grand-island-ne-united-states.jpg?1653006314
975,Key West,United States,North America,2.71,7486,229.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,24.5625566,-81.7724368,Yes,https://nomadlist.com/assets/img/places/key-west-fl-united-states.jpg?1657067654
976,Waukegan,United States,North America,2.85,4411,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.3636331,-87.8447938,No,https://nomadlist.com/assets/img/places/waukegan-il-united-states.jpg?1653007236
977,Weihai,China,Asia,2.96,1479,33.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,37.5120997,122.1152599,Yes,https://nomadlist.com/assets/img/places/weihai-china.jpg?1643157467
978,Wilmington,United States,North America,2.75,4922,117.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.7459468,-75.546589,Yes,https://nomadlist.com/assets/img/places/wilmington-nc-united-states.jpg?1657067485
979,Pensacola,United States,North America,2.71,4533,175.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,30.421309,-87.2169149,Yes,https://nomadlist.com/assets/img/places/pensacola-fl-united-states.jpg?1657067112
980,Yinchuan,China,Asia,2.98,1191,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,38.4852037,106.2261926,No,https://nomadlist.com/assets/img/places/yinchuan-china.jpg?1643157413
981,Frederick,United States,North America,2.81,4626,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.415779,-77.4127562,No,https://nomadlist.com/assets/img/places/frederick-md-united-states.jpg?1653006956
982,Dongying,China,Asia,3.05,1170,0.0,Slow,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,37.4334738,118.6689349,No,https://nomadlist.com/assets/img/places/dongying-china.jpg?1653006603
983,Ube,Japan,Asia,2.72,2964,50.0,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,33.9516458,131.2468368,Yes,https://nomadlist.com/assets/img/places/ube-japan.jpg?1642529631
984,Ibiza,Spain,Europe,2.66,4734,381.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.97439009999999,1.419746317851533,Yes,https://nomadlist.com/assets/img/places/ibiza-spain.jpg?1646699912
985,Memphis,United States,North America,2.76,4471,256.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,35.1335022,-89.9668758,No,https://nomadlist.com/assets/img/places/memphis-tn-united-states.jpg?1657067530
986,Xuzhou,China,Asia,2.9,679,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,34.2066591,117.278286,No,https://nomadlist.com/assets/img/places/xuzhou-china.jpg?1642724602
987,Dhaka,Bangladesh,Asia,3.06,1369,192.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,23.7861979,90.4026151,No,https://nomadlist.com/assets/img/places/dhaka-bangladesh.jpg?1643501760
988,Verona,Italy,Europe,2.62,4012,297.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,45.4384958,10.9924122,No,https://nomadlist.com/assets/img/places/verona-italy.jpg?1653007077
989,Helena,United States,North America,2.84,4377,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,46.5927425,-112.036277,No,https://nomadlist.com/assets/img/places/helena-mt-united-states.jpg?1652919233
990,Portland Me,United States,North America,2.84,7391,244.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.6610277,-70.2548596,Yes,https://nomadlist.com/assets/img/places/portland-me-united-states.jpg?1649809907
991,Nanyang,China,Asia,3.01,564,0.0,Slow,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,33.0010496,112.5292693,No,https://nomadlist.com/assets/img/places/nanyang-china.jpg?1643069751
992,Zhengzhou,China,Asia,2.97,941,67.0,Slow,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,34.7487244,113.6191483,No,https://nomadlist.com/assets/img/places/zhengzhou-china.jpg?1653007012
993,Bilbao,Spain,Europe,3.03,3392,418.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,43.2630018,-2.9350039,Yes,https://nomadlist.com/assets/img/places/bilbao-spain.jpg?1653006374
994,Menlo Park,United States,North America,2.74,8377,133.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.4519671,-122.1779927,No,https://nomadlist.com/assets/img/places/menlo-park-ca-united-states.jpg?1642465526
995,Ithaca,United States,North America,2.71,5375,110.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.437072,-76.54831458600927,No,https://nomadlist.com/assets/img/places/ithaca-ny-united-states.jpg?1653007108
996,Monterey,United States,North America,2.72,5952,158.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.2231079,-121.3877428,Yes,https://nomadlist.com/assets/img/places/monterey-ca-united-states.jpg?1652919482
997,Savannah,United States,North America,2.83,4778,432.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,32.0809263,-81.0911768,Yes,https://nomadlist.com/assets/img/places/savannah-ga-united-states.jpg?1657067508
998,Karachi,Pakistan,Asia,2.42,927,169.0,Slow,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,24.8546842,67.0207055,Yes,https://nomadlist.com/assets/img/places/karachi-pakistan.jpg?1642465552
999,Aurangabad,India,Asia,3.14,2242,50.0,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,19.877263,75.3390241,No,https://nomadlist.com/assets/img/places/aurangabad-india.jpg?1653006854
1000,Mosul,Iraq,Middle East,2.66,1552,0.0,Slow,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,36.34369405,43.09971559730229,No,https://nomadlist.com/assets/img/places/mosul-iraq.jpg?1653007090
1001,Basse Terre,Guadeloupe,Latin America,2.66,2516,117.0,Slow,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,16.0000778,-61.7333373,Yes,https://nomadlist.com/assets/img/places/basse-terre-guadeloupe.jpg?1652919544
1002,San Juan Del Sur,Nicaragua,Latin America,3.02,1502,324.0,Slow,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,11.2536716,-85.8709492,Yes,https://nomadlist.com/assets/img/places/san-juan-del-sur-nicaragua.jpg?1653006282
1003,Oceanside,United States,North America,2.62,7162,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.1958696,-117.3794834,Yes,https://nomadlist.com/assets/img/places/oceanside-ca-united-states.jpg?1642465232
1004,Coeur Dalene,United States,North America,2.66,5297,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.1141426,-86.8473788,No,https://nomadlist.com/assets/img/places/coeur-dalene-id-united-states.jpg?1653007025
1005,Accra,Ghana,Africa,2.75,3220,220.0,Slow,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,5.5571096,-0.2012376,Yes,https://nomadlist.com/assets/img/places/accra-ghana.jpg?1642465458
1006,Vista,United States,North America,2.6,6418,67.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.2000368,-117.2425355,Yes,https://nomadlist.com/assets/img/places/vista-ca-united-states.jpg?1652919487
1007,Chandigarh,India,Asia,2.68,1265,104.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,30.7334421,76.7797143,No,https://nomadlist.com/assets/img/places/chandigarh-india.jpg?1643676015
1008,Corvallis,United States,North America,2.7,5207,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.5645659,-123.2620435,No,https://nomadlist.com/assets/img/places/corvallis-or-united-states.jpg?1652834090
1009,Alesund,Norway,Europe,2.79,4079,189.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,62.76712545,6.168828066313526,Yes,https://nomadlist.com/assets/img/places/alesund-norway.jpg?1643069587
1010,San Mateo,United States,North America,2.71,6670,67.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,37.496904,-122.3330573,No,https://nomadlist.com/assets/img/places/san-mateo-ca-united-states.jpg?1652919529
1011,Tengzhou,China,Asia,2.93,1586,0.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,35.1139509,117.1600052,No,https://nomadlist.com/assets/img/places/tengzhou-china.jpg?1653006913
1012,Dammam,Saudi Arabia,Middle East,2.8,1659,133.0,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,26.4367824,50.1039991,No,https://nomadlist.com/assets/img/places/dammam-saudi-arabia.jpg?1653007095
1013,Monaco,Monaco,Europe,2.69,6233,308.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.73844905,7.424224092532953,Yes,https://nomadlist.com/assets/img/places/monaco-monaco.jpg?1642465425
1014,Salento,Colombia,Latin America,2.88,1183,217.0,Slow,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,4.6373012,-75.569799,Yes,https://nomadlist.com/assets/img/places/salento-colombia.jpg?1653006313
1015,Vineland,United States,North America,2.78,4551,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.4862777,-75.0254256,No,https://nomadlist.com/assets/img/places/vineland-nj-united-states.jpg?1653006987
1016,Kaesong,North Korea,Asia,2.64,2375,50.0,Slow,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,37.9716991,126.5527573,No,https://nomadlist.com/assets/img/places/kaesong-north-korea.jpg?1653007225
1017,Basel,Switzerland,Europe,2.72,4810,367.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.5581077,7.5878261,No,https://nomadlist.com/assets/img/places/basel-switzerland.jpg?1642465281
1018,Kuta,Indonesia,Asia,3.04,993,403.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,-8.7278354,115.1730049,Yes,https://nomadlist.com/assets/img/places/kuta-bali-indonesia.jpg?1642809896
1019,Darwin,Australia,Oceania,2.93,4127,192.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,-12.46044,130.8410469,Yes,https://nomadlist.com/assets/img/places/darwin-australia.jpg?1653438721
1020,Medina,Saudi Arabia,Middle East,2.6,2511,133.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,24.471153,39.6111216,No,https://nomadlist.com/assets/img/places/medina-saudi-arabia.jpg?1653007009
1021,Biarritz,France,Europe,2.71,3845,214.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.4832523,-1.5592776,Yes,https://nomadlist.com/assets/img/places/biarritz-france.jpg?1642465541
1022,Haarlem,Netherlands,Europe,2.65,5287,303.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.38370575,4.643559696559635,Yes,https://nomadlist.com/assets/img/places/haarlem-netherlands.jpg?1653007059
1023,Luoyang,China,Asia,3.07,1620,33.0,Slow,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,34.6196539,112.4477046,No,https://nomadlist.com/assets/img/places/luoyang-china.jpg?1642638048
1024,Banff,Canada,North America,2.65,5378,253.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.1777781,-115.5682504,No,https://nomadlist.com/assets/img/places/banff-canada.jpg?1642465161
1025,Indio,United States,North America,2.57,6012,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.743765,-116.2233152496639,No,https://nomadlist.com/assets/img/places/indio-ca-united-states.jpg?1653007213
1026,Quetta,Pakistan,Asia,2.42,870,0.0,Slow,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,30.1957677,67.0172447,No,https://nomadlist.com/assets/img/places/quetta-pakistan.jpg?1653006725
1027,Jerusalem,Israel,Middle East,2.62,4714,311.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,31.79592425,35.21198075969497,No,https://nomadlist.com/assets/img/places/jerusalem-israel.jpg?1643676148
1028,Luxembourg,Luxembourg,Europe,2.8,4391,302.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,49.6112768,6.129799,No,https://nomadlist.com/assets/img/places/luxembourg-luxembourg.jpg?1657067473
1029,Cody,United States,North America,2.66,5651,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.5263107,-109.056392,No,https://nomadlist.com/assets/img/places/cody-wy-united-states.jpg?1653007022
